sexo,edad,weights,educ,perc,type
mujer,44,4333556,no_lic,0.822,all
mujer,45,4489494,lic_law,0.016,all
mujer,45,4489494,lic_non_law,0.158,all
mujer,45,4489494,no_lic,0.826,all
mujer,46,4449660,lic_law,0.02,all
mujer,46,4449660,lic_non_law,0.161,all
mujer,46,4449660,no_lic,0.819,all
mujer,47,4329799,lic_law,0.013,all
mujer,47,4329799,lic_non_law,0.152,all
mujer,47,4329799,no_lic,0.835,all
mujer,48,4358917,lic_law,0.017,all
mujer,48,4358917,lic_non_law,0.149,all
mujer,48,4358917,no_lic,0.834,all
mujer,49,4286960,lic_law,0.012,all
mujer,49,4286960,lic_non_law,0.138,all
mujer,49,4286960,no_lic,0.85,all
mujer,50,4635302,lic_law,0.013,all
mujer,50,4635302,lic_non_law,0.13,all
mujer,50,4635302,no_lic,0.857,all
mujer,51,4175830,lic_law,0.009,all
mujer,51,4175830,lic_non_law,0.142,all
mujer,51,4175830,no_lic,0.849,all
mujer,52,3909052,lic_law,0.01,all
mujer,52,3909052,lic_non_law,0.144,all
mujer,52,3909052,no_lic,0.846,all
mujer,53,3878171,lic_law,0.014,all
mujer,53,3878171,lic_non_law,0.135,all
mujer,53,3878171,no_lic,0.85,all
mujer,54,3786358,lic_law,0.009,all
mujer,54,3786358,lic_non_law,0.126,all
mujer,54,3786358,no_lic,0.865,all
mujer,55,3665183,lic_law,0.01,all
mujer,55,3665183,lic_non_law,0.135,all
mujer,55,3665183,no_lic,0.855,all
mujer,56,3624962,lic_law,0.011,all
mujer,56,3624962,lic_non_law,0.141,all
mujer,56,3624962,no_lic,0.848,all
mujer,57,3421497,lic_law,0.005,all
mujer,57,3421497,lic_non_law,0.142,all
mujer,57,3421497,no_lic,0.853,all
mujer,58,3216319,lic_law,0.009,all
mujer,58,3216319,lic_non_law,0.132,all
mujer,58,3216319,no_lic,0.858,all
mujer,59,3157902,lic_law,0.007,all
mujer,59,3157902,lic_non_law,0.136,all
mujer,59,3157902,no_lic,0.858,all
mujer,60,3347551,lic_law,0.007,all
mujer,60,3347551,lic_non_law,0.135,all
mujer,60,3347551,no_lic,0.858,all
mujer,61,3024048,lic_law,0.007,all
mujer,61,3024048,lic_non_law,0.123,all
mujer,61,3024048,no_lic,0.87,all
mujer,62,2777263,lic_law,0.009,all
mujer,62,2777263,lic_non_law,0.115,all
mujer,62,2777263,no_lic,0.877,all
mujer,63,2705148,lic_law,0.007,all
mujer,63,2705148,lic_non_law,0.098,all
mujer,63,2705148,no_lic,0.896,all
mujer,64,2621719,lic_law,0.009,all
mujer,64,2621719,lic_non_law,0.095,all
mujer,64,2621719,no_lic,0.897,all
mujer,65,2693441,lic_law,0.005,all
mujer,65,2693441,lic_non_law,0.084,all
mujer,65,2693441,no_lic,0.911,all
mujer,66,2417047,lic_law,0.003,all
mujer,66,2417047,lic_non_law,0.082,all
mujer,66,2417047,no_lic,0.915,all
mujer,67,2130682,lic_law,0.006,all
mujer,67,2130682,lic_non_law,0.079,all
mujer,67,2130682,no_lic,0.915,all
mujer,68,2093897,lic_law,0.005,all
mujer,68,2093897,lic_non_law,0.064,all
mujer,68,2093897,no_lic,0.931,all
mujer,69,1986900,lic_law,0.006,all
mujer,69,1986900,lic_non_law,0.082,all
mujer,69,1986900,no_lic,0.912,all
mujer,70,1884134,lic_law,0.003,all
mujer,70,1884134,lic_non_law,0.069,all
mujer,70,1884134,no_lic,0.928,all
mujer,71,1757571,lic_law,0.003,all
mujer,71,1757571,lic_non_law,0.059,all
mujer,71,1757571,no_lic,0.938,all
mujer,72,1542932,lic_law,0.002,all
mujer,72,1542932,lic_non_law,0.055,all
mujer,72,1542932,no_lic,0.943,all
mujer,73,1566982,lic_law,0.003,all
mujer,73,1566982,lic_non_law,0.041,all
mujer,73,1566982,no_lic,0.956,all
mujer,74,1415316,lic_law,0.004,all
mujer,74,1415316,lic_non_law,0.053,all
mujer,74,1415316,no_lic,0.943,all
mujer,75,1340852,lic_law,0.001,all
mujer,75,1340852,lic_non_law,0.05,all
mujer,75,1340852,no_lic,0.949,all
mujer,76,1240145,lic_law,0.002,all
mujer,76,1240145,lic_non_law,0.042,all
mujer,76,1240145,no_lic,0.956,all
mujer,77,1071480,lic_law,0.002,all
mujer,77,1071480,lic_non_law,0.037,all
mujer,77,1071480,no_lic,0.961,all
mujer,78,1039182,lic_law,0,all
mujer,78,1039182,lic_non_law,0.025,all
mujer,78,1039182,no_lic,0.974,all
mujer,79,937969,lic_law,0.001,all
mujer,79,937969,lic_non_law,0.028,all
mujer,79,937969,no_lic,0.972,all
mujer,80,988672,lic_law,0,all
mujer,80,988672,lic_non_law,0.031,all
mujer,80,988672,no_lic,0.969,all
mujer,81,789369,lic_law,0,all
mujer,81,789369,lic_non_law,0.03,all
mujer,81,789369,no_lic,0.97,all
mujer,82,697871,lic_law,0,all
mujer,82,697871,lic_non_law,0.027,all
mujer,82,697871,no_lic,0.973,all
mujer,83,611976,lic_law,0,all
mujer,83,611976,lic_non_law,0.013,all
mujer,83,611976,no_lic,0.986,all
mujer,84,617858,lic_law,0,all
mujer,84,617858,lic_non_law,0.015,all
mujer,84,617858,no_lic,0.984,all
mujer,85,548633,lic_law,0,all
mujer,85,548633,lic_non_law,0.013,all
mujer,85,548633,no_lic,0.987,all
mujer,86,489739,lic_law,0,all
mujer,86,489739,lic_non_law,0.014,all
mujer,86,489739,no_lic,0.986,all
mujer,87,444156,lic_law,0,all
mujer,87,444156,lic_non_law,0.013,all
mujer,87,444156,no_lic,0.987,all
mujer,88,347556,lic_law,0,all
mujer,88,347556,lic_non_law,0.013,all
mujer,88,347556,no_lic,0.986,all
mujer,89,325826,lic_law,0,all
mujer,89,325826,lic_non_law,0.02,all
mujer,89,325826,no_lic,0.98,all
mujer,90,291752,lic_law,0,all
mujer,90,291752,lic_non_law,0.011,all
mujer,90,291752,no_lic,0.989,all
mujer,91,203419,lic_law,0.001,all
mujer,91,203419,lic_non_law,0.005,all
mujer,91,203419,no_lic,0.994,all
mujer,92,156002,lic_law,0,all
mujer,92,156002,lic_non_law,0.006,all
mujer,92,156002,no_lic,0.994,all
mujer,93,134046,lic_law,0,all
mujer,93,134046,lic_non_law,0.002,all
mujer,93,134046,no_lic,0.998,all
mujer,94,117223,lic_law,0,all
mujer,94,117223,lic_non_law,0.025,all
mujer,94,117223,no_lic,0.975,all
mujer,95,89738,lic_law,0,all
mujer,95,89738,lic_non_law,0.004,all
mujer,95,89738,no_lic,0.996,all
mujer,96,79506,lic_law,0,all
mujer,96,79506,lic_non_law,0.012,all
mujer,96,79506,no_lic,0.988,all
mujer,97,210034,lic_law,0,all
mujer,97,210034,lic_non_law,0.005,all
mujer,97,210034,no_lic,0.995,all
