group,ingocup,weights,income_perc,median
Mujeres no abogadas,5780,312,0,8586
Mujeres no abogadas,5784,316,0,8586
Mujeres no abogadas,5790,580,0,8586
Mujeres no abogadas,5800,15860,0.1,8586
Mujeres no abogadas,5805,7251,0,8586
Mujeres no abogadas,5830,32,0,8586
Mujeres no abogadas,5890,241,0,8586
Mujeres no abogadas,5891,568,0,8586
Mujeres no abogadas,5897,733,0,8586
Mujeres no abogadas,5900,1224,0,8586
Mujeres no abogadas,5913,119,0,8586
Mujeres no abogadas,5926,97,0,8586
Mujeres no abogadas,5934,120,0,8586
Mujeres no abogadas,5956,230,0,8586
Mujeres no abogadas,5960,839,0,8586
Mujeres no abogadas,5970,673,0,8586
Mujeres no abogadas,5977,243,0,8586
Mujeres no abogadas,5992,46,0,8586
Mujeres no abogadas,5999,175,0,8586
Mujeres no abogadas,6000,742677,4.7,8586
Mujeres no abogadas,6020,80604,0.5,8586
Mujeres no abogadas,6022,241,0,8586
Mujeres no abogadas,6040,155,0,8586
Mujeres no abogadas,6060,62,0,8586
Mujeres no abogadas,6063,348,0,8586
Mujeres no abogadas,6070,157,0,8586
Mujeres no abogadas,6080,4149,0,8586
Mujeres no abogadas,6094,38,0,8586
Mujeres no abogadas,6100,1041,0,8586
Mujeres no abogadas,6106,291,0,8586
Mujeres no abogadas,6124,70,0,8586
Mujeres no abogadas,6127,57,0,8586
Mujeres no abogadas,6130,37,0,8586
Mujeres no abogadas,6140,84,0,8586
Mujeres no abogadas,6143,432,0,8586
Mujeres no abogadas,6149,297,0,8586
Mujeres no abogadas,6150,65,0,8586
Mujeres no abogadas,6192,375,0,8586
Mujeres no abogadas,6200,17252,0.1,8586
Mujeres no abogadas,6209,69,0,8586
Mujeres no abogadas,6222,105,0,8586
Mujeres no abogadas,6223,2099,0,8586
Mujeres no abogadas,6235,4457,0,8586
Mujeres no abogadas,6244,323,0,8586
Mujeres no abogadas,6250,111,0,8586
Mujeres no abogadas,6278,244,0,8586
Mujeres no abogadas,6300,3030,0,8586
Mujeres no abogadas,6310,188,0,8586
Mujeres no abogadas,6321,608,0,8586
Mujeres no abogadas,6360,145,0,8586
Mujeres no abogadas,6364,1006,0,8586
Mujeres no abogadas,6372,78,0,8586
Mujeres no abogadas,6398,210,0,8586
Mujeres no abogadas,6400,72927,0.5,8586
Mujeres no abogadas,6420,1121,0,8586
Mujeres no abogadas,6428,123,0,8586
Mujeres no abogadas,6429,582,0,8586
Mujeres no abogadas,6430,96,0,8586
Mujeres no abogadas,6440,842,0,8586
Mujeres no abogadas,6441,495,0,8586
Mujeres no abogadas,6444,305,0,8586
Mujeres no abogadas,6450,421383,2.6,8586
Mujeres no abogadas,6454,58,0,8586
Mujeres no abogadas,6458,350,0,8586
Mujeres no abogadas,6460,63,0,8586
Mujeres no abogadas,6480,170,0,8586
Mujeres no abogadas,6490,262,0,8586
Mujeres no abogadas,6493,133,0,8586
Mujeres no abogadas,6495,156,0,8586
Mujeres no abogadas,6500,12698,0.1,8586
Mujeres no abogadas,6503,251,0,8586
Mujeres no abogadas,6536,182,0,8586
Mujeres no abogadas,6540,360,0,8586
Mujeres no abogadas,6550,301,0,8586
Mujeres no abogadas,6560,42,0,8586
Mujeres no abogadas,6580,111,0,8586
Mujeres no abogadas,6600,20294,0.1,8586
Mujeres no abogadas,6605,96,0,8586
Mujeres no abogadas,6620,524,0,8586
Mujeres no abogadas,6622,325,0,8586
Mujeres no abogadas,6660,530,0,8586
Mujeres no abogadas,6665,1921,0,8586
Mujeres no abogadas,6667,449,0,8586
Mujeres no abogadas,6680,379,0,8586
Mujeres no abogadas,6700,859,0,8586
Mujeres no abogadas,6708,1706,0,8586
Mujeres no abogadas,6720,589,0,8586
Mujeres no abogadas,6730,226,0,8586
Mujeres no abogadas,6740,320,0,8586
Mujeres no abogadas,6750,246,0,8586
Mujeres no abogadas,6751,244,0,8586
Mujeres no abogadas,6772,60,0,8586
Mujeres no abogadas,6773,209,0,8586
Mujeres no abogadas,6794,126,0,8586
Mujeres no abogadas,6800,25480,0.2,8586
Mujeres no abogadas,6812,145,0,8586
Mujeres no abogadas,6816,206,0,8586
Mujeres no abogadas,6819,452,0,8586
Mujeres no abogadas,6820,616,0,8586
Mujeres no abogadas,6837,370,0,8586
Mujeres no abogadas,6867,110,0,8586
Mujeres no abogadas,6870,198,0,8586
Mujeres no abogadas,6880,103627,0.6,8586
Mujeres no abogadas,6900,1338,0,8586
Mujeres no abogadas,6914,145,0,8586
Mujeres no abogadas,6926,132,0,8586
Mujeres no abogadas,6943,145,0,8586
Mujeres no abogadas,6950,540,0,8586
Mujeres no abogadas,6960,83,0,8586
Mujeres no abogadas,6966,341,0,8586
Mujeres no abogadas,7000,475730,3,8586
Mujeres no abogadas,7009,187,0,8586
Mujeres no abogadas,7020,119,0,8586
Mujeres no abogadas,7036,583,0,8586
Mujeres no abogadas,7069,223,0,8586
Mujeres no abogadas,7095,4870,0,8586
Mujeres no abogadas,7100,1094,0,8586
Mujeres no abogadas,7130,296,0,8586
Mujeres no abogadas,7150,233,0,8586
Mujeres no abogadas,7160,612,0,8586
Mujeres no abogadas,7165,57,0,8586
Mujeres no abogadas,7167,48,0,8586
Mujeres no abogadas,7181,124,0,8586
Mujeres no abogadas,7200,46222,0.3,8586
Mujeres no abogadas,7203,572,0,8586
Mujeres no abogadas,7210,102,0,8586
Mujeres no abogadas,7224,574,0,8586
Mujeres no abogadas,7250,58,0,8586
Mujeres no abogadas,7267,163,0,8586
Mujeres no abogadas,7280,183,0,8586
Mujeres no abogadas,7286,297,0,8586
Mujeres no abogadas,7289,341,0,8586
Mujeres no abogadas,7290,654,0,8586
Mujeres no abogadas,7300,1250,0,8586
Mujeres no abogadas,7310,46895,0.3,8586
Mujeres no abogadas,7388,36,0,8586
Mujeres no abogadas,7396,580,0,8586
Mujeres no abogadas,7400,35910,0.2,8586
Mujeres no abogadas,7430,149,0,8586
Mujeres no abogadas,7439,695,0,8586
Mujeres no abogadas,7440,180,0,8586
Mujeres no abogadas,7450,700,0,8586
Mujeres no abogadas,7460,450,0,8586
Mujeres no abogadas,7482,948,0,8586
Mujeres no abogadas,7490,240,0,8586
Mujeres no abogadas,7500,31951,0.2,8586
Mujeres no abogadas,7510,182,0,8586
Mujeres no abogadas,7525,10173,0.1,8586
Mujeres no abogadas,7600,130338,0.8,8586
Mujeres no abogadas,7611,234,0,8586
Mujeres no abogadas,7630,167,0,8586
Mujeres no abogadas,7633,135,0,8586
Mujeres no abogadas,7654,179,0,8586
Mujeres no abogadas,7680,571,0,8586
Mujeres no abogadas,7693,110,0,8586
Mujeres no abogadas,7697,458,0,8586
Mujeres no abogadas,7700,203,0,8586
Mujeres no abogadas,7710,179,0,8586
Mujeres no abogadas,7714,172,0,8586
Mujeres no abogadas,7719,307,0,8586
Mujeres no abogadas,7740,178080,1.1,8586
Mujeres no abogadas,7750,1021,0,8586
Mujeres no abogadas,7757,291,0,8586
Mujeres no abogadas,7760,99,0,8586
Mujeres no abogadas,7780,82,0,8586
Mujeres no abogadas,7790,474,0,8586
Mujeres no abogadas,7800,38764,0.2,8586
Mujeres no abogadas,7817,530,0,8586
Mujeres no abogadas,7826,118,0,8586
Mujeres no abogadas,7840,422,0,8586
Mujeres no abogadas,7843,728,0,8586
Mujeres no abogadas,7848,279,0,8586
Mujeres no abogadas,7852,271,0,8586
Mujeres no abogadas,7865,80,0,8586
Mujeres no abogadas,7869,353,0,8586
Mujeres no abogadas,7876,104,0,8586
Mujeres no abogadas,7880,506,0,8586
Mujeres no abogadas,7891,112,0,8586
Mujeres no abogadas,7900,648,0,8586
Mujeres no abogadas,7920,217,0,8586
Mujeres no abogadas,7928,91,0,8586
Mujeres no abogadas,7940,283,0,8586
Mujeres no abogadas,7942,66,0,8586
Mujeres no abogadas,7950,47,0,8586
Mujeres no abogadas,7955,1404,0,8586
Mujeres no abogadas,7960,219,0,8586
Mujeres no abogadas,7977,92,0,8586
Mujeres no abogadas,7985,308,0,8586
Mujeres no abogadas,8000,994902,6.2,8586
Mujeres no abogadas,8041,822,0,8586
Mujeres no abogadas,8050,112,0,8586
Mujeres no abogadas,8060,547,0,8586
Mujeres no abogadas,8063,211,0,8586
Mujeres no abogadas,8066,72,0,8586
Mujeres no abogadas,8084,1264,0,8586
Mujeres no abogadas,8100,781,0,8586
Mujeres no abogadas,8127,301,0,8586
Mujeres no abogadas,8144,118,0,8586
Mujeres no abogadas,8149,102,0,8586
Mujeres no abogadas,8170,25365,0.2,8586
Mujeres no abogadas,8180,1379,0,8586
Mujeres no abogadas,8190,183,0,8586
Mujeres no abogadas,8200,12262,0.1,8586
Mujeres no abogadas,8213,131,0,8586
Mujeres no abogadas,8250,228,0,8586
Mujeres no abogadas,8256,586,0,8586
Mujeres no abogadas,8280,174,0,8586
Mujeres no abogadas,8286,135,0,8586
Mujeres no abogadas,8290,109,0,8586
Mujeres no abogadas,8300,1099,0,8586
Mujeres no abogadas,8305,389,0,8586
Mujeres no abogadas,8333,126,0,8586
Mujeres no abogadas,8340,246,0,8586
Mujeres no abogadas,8385,4042,0,8586
Mujeres no abogadas,8395,184,0,8586
Mujeres no abogadas,8400,80911,0.5,8586
Mujeres no abogadas,8417,136,0,8586
Mujeres no abogadas,8428,98,0,8586
Mujeres no abogadas,8500,11079,0.1,8586
Mujeres no abogadas,8512,958,0,8586
Mujeres no abogadas,8514,229,0,8586
Mujeres no abogadas,8536,149,0,8586
Mujeres no abogadas,8550,157,0,8586
Mujeres no abogadas,8555,115,0,8586
Mujeres no abogadas,8570,75,0,8586
Mujeres no abogadas,8571,453,0,8586
Mujeres no abogadas,8600,504836,3.2,8586
Mujeres no abogadas,8614,681,0,8586
Mujeres no abogadas,8616,30,0,8586
Mujeres no abogadas,8640,513,0,8586
Mujeres no abogadas,8643,131,0,8586
Mujeres no abogadas,8650,946,0,8586
Mujeres no abogadas,8660,836,0,8586
Mujeres no abogadas,8674,271,0,8586
Mujeres no abogadas,8686,100,0,8586
Mujeres no abogadas,8700,2298,0,8586
Mujeres no abogadas,8707,321,0,8586
Mujeres no abogadas,8728,222,0,8586
Mujeres no abogadas,8740,602,0,8586
Mujeres no abogadas,8750,57,0,8586
Mujeres no abogadas,8760,720,0,8586
Mujeres no abogadas,8772,928,0,8586
Mujeres no abogadas,8800,14399,0.1,8586
Mujeres no abogadas,8825,139,0,8586
Mujeres no abogadas,8858,211,0,8586
Mujeres no abogadas,8890,366,0,8586
Mujeres no abogadas,8900,437,0,8586
Mujeres no abogadas,8950,296,0,8586
Mujeres no abogadas,8960,400,0,8586
Mujeres no abogadas,8980,2301,0,8586
Mujeres no abogadas,8987,621,0,8586
Mujeres no abogadas,9000,446180,2.8,8586
Mujeres no abogadas,9001,92,0,8586
Mujeres no abogadas,9030,24536,0.2,8586
Mujeres no abogadas,9040,31,0,8586
Mujeres no abogadas,9050,226,0,8586
Mujeres no abogadas,9073,164,0,8586
Mujeres no abogadas,9082,177,0,8586
Mujeres no abogadas,9100,961,0,8586
Mujeres no abogadas,9116,481,0,8586
Mujeres no abogadas,9120,1499,0,8586
Mujeres no abogadas,9123,99,0,8586
Mujeres no abogadas,9138,331,0,8586
Mujeres no abogadas,9150,570,0,8586
Mujeres no abogadas,9167,518,0,8586
Mujeres no abogadas,9180,560,0,8586
Mujeres no abogadas,9190,1044,0,8586
Mujeres no abogadas,9200,30660,0.2,8586
Mujeres no abogadas,9214,361,0,8586
Mujeres no abogadas,9240,71,0,8586
Mujeres no abogadas,9245,418,0,8586
Mujeres no abogadas,9288,641,0,8586
Mujeres no abogadas,9300,630,0,8586
Mujeres no abogadas,9310,145,0,8586
Mujeres no abogadas,9331,295,0,8586
Mujeres no abogadas,9350,305,0,8586
Mujeres no abogadas,9360,367,0,8586
Mujeres no abogadas,9391,148,0,8586
Mujeres no abogadas,9400,23684,0.1,8586
Mujeres no abogadas,9417,235,0,8586
Mujeres no abogadas,9460,33044,0.2,8586
Mujeres no abogadas,9477,168,0,8586
Mujeres no abogadas,9500,4341,0,8586
Mujeres no abogadas,9503,99,0,8586
Mujeres no abogadas,9589,117,0,8586
Mujeres no abogadas,9600,100247,0.6,8586
Mujeres no abogadas,9630,94,0,8586
Mujeres no abogadas,9632,104,0,8586
Mujeres no abogadas,9640,384,0,8586
Mujeres no abogadas,9675,4365,0,8586
Mujeres no abogadas,9700,1174,0,8586
Mujeres no abogadas,9728,924,0,8586
Mujeres no abogadas,9750,430,0,8586
Mujeres no abogadas,9780,343,0,8586
Mujeres no abogadas,9786,824,0,8586
Mujeres no abogadas,9800,31414,0.2,8586
Mujeres no abogadas,9840,239,0,8586
Mujeres no abogadas,9860,781,0,8586
Mujeres no abogadas,9890,24288,0.2,8586
Mujeres no abogadas,9900,1494,0,8586
Mujeres no abogadas,9930,512,0,8586
Mujeres no abogadas,9934,42,0,8586
Mujeres no abogadas,9950,98,0,8586
Mujeres no abogadas,9960,120,0,8586
Mujeres no abogadas,9996,824,0,8586
Mujeres no abogadas,10000,1341293,8.4,8586
Mujeres no abogadas,10001,105,0,8586
Mujeres no abogadas,10003,240,0,8586
Mujeres no abogadas,10100,1070,0,8586
Mujeres no abogadas,10105,502,0,8586
Mujeres no abogadas,10120,947,0,8586
Mujeres no abogadas,10125,89,0,8586
Mujeres no abogadas,10133,1603,0,8586
Mujeres no abogadas,10146,186,0,8586
Mujeres no abogadas,10160,309,0,8586
Mujeres no abogadas,10191,152,0,8586
Mujeres no abogadas,10200,16594,0.1,8586
Mujeres no abogadas,10212,418,0,8586
Mujeres no abogadas,10213,404,0,8586
Mujeres no abogadas,10234,100,0,8586
Mujeres no abogadas,10240,106,0,8586
Mujeres no abogadas,10250,163,0,8586
Mujeres no abogadas,10277,82,0,8586
Mujeres no abogadas,10300,790,0,8586
Mujeres no abogadas,10320,34032,0.2,8586
Mujeres no abogadas,10360,474,0,8586
Mujeres no abogadas,10400,52505,0.3,8586
Mujeres no abogadas,10420,208,0,8586
Mujeres no abogadas,10430,76,0,8586
Mujeres no abogadas,10460,59,0,8586
Mujeres no abogadas,10490,155,0,8586
Mujeres no abogadas,10492,749,0,8586
Mujeres no abogadas,10500,7370,0,8586
Mujeres no abogadas,10510,1421,0,8586
Mujeres no abogadas,10530,171,0,8586
Mujeres no abogadas,10533,46,0,8586
Mujeres no abogadas,10535,966,0,8586
Mujeres no abogadas,10560,450,0,8586
Mujeres no abogadas,10578,362,0,8586
Mujeres no abogadas,10600,26968,0.2,8586
Mujeres no abogadas,10628,107,0,8586
Mujeres no abogadas,10633,441,0,8586
Mujeres no abogadas,10650,94,0,8586
Mujeres no abogadas,10660,266,0,8586
Mujeres no abogadas,10664,193,0,8586
Mujeres no abogadas,10700,333,0,8586
Mujeres no abogadas,10714,176,0,8586
Mujeres no abogadas,10740,498,0,8586
Mujeres no abogadas,10750,212212,1.3,8586
Mujeres no abogadas,10760,747,0,8586
Mujeres no abogadas,10800,23991,0.2,8586
Mujeres no abogadas,10814,160,0,8586
Mujeres no abogadas,10836,40,0,8586
Mujeres no abogadas,10840,329,0,8586
Mujeres no abogadas,10845,154,0,8586
Mujeres no abogadas,10860,225,0,8586
Mujeres no abogadas,10893,206,0,8586
Mujeres no abogadas,10900,1559,0,8586
Mujeres no abogadas,10920,263,0,8586
Mujeres no abogadas,10950,454,0,8586
Mujeres no abogadas,10965,105,0,8586
Mujeres no abogadas,11000,191648,1.2,8586
Mujeres no abogadas,11051,95,0,8586
Mujeres no abogadas,11066,124,0,8586
Mujeres no abogadas,11100,374,0,8586
Mujeres no abogadas,11180,10370,0.1,8586
Mujeres no abogadas,11200,34376,0.2,8586
Mujeres no abogadas,11250,316,0,8586
Mujeres no abogadas,11300,328,0,8586
Mujeres no abogadas,11320,48,0,8586
Mujeres no abogadas,11340,126,0,8586
Mujeres no abogadas,11352,59,0,8586
Mujeres no abogadas,11395,108,0,8586
Mujeres no abogadas,11400,18655,0.1,8586
Mujeres no abogadas,11438,179,0,8586
Mujeres no abogadas,11500,2916,0,8586
Mujeres no abogadas,11586,96,0,8586
Mujeres no abogadas,11593,76,0,8586
Mujeres no abogadas,11600,43597,0.3,8586
Mujeres no abogadas,11610,9981,0.1,8586
Mujeres no abogadas,11620,175,0,8586
Mujeres no abogadas,11640,209,0,8586
Mujeres no abogadas,11667,47,0,8586
Mujeres no abogadas,11700,495,0,8586
Mujeres no abogadas,11720,196,0,8586
Mujeres no abogadas,11730,82,0,8586
Mujeres no abogadas,11750,177,0,8586
Mujeres no abogadas,11754,260,0,8586
Mujeres no abogadas,11780,116,0,8586
Mujeres no abogadas,11786,642,0,8586
Mujeres no abogadas,11800,22715,0.1,8586
Mujeres no abogadas,11802,31,0,8586
Mujeres no abogadas,11825,991,0,8586
Mujeres no abogadas,11892,472,0,8586
Mujeres no abogadas,11900,120,0,8586
Mujeres no abogadas,11950,491,0,8586
Mujeres no abogadas,11986,245,0,8586
Mujeres no abogadas,11996,132,0,8586
Mujeres no abogadas,12000,1048071,6.6,8586
Mujeres no abogadas,12040,27756,0.2,8586
Mujeres no abogadas,12060,162,0,8586
Mujeres no abogadas,12090,345,0,8586
Mujeres no abogadas,12126,200,0,8586
Mujeres no abogadas,12160,1213,0,8586
Mujeres no abogadas,12169,120,0,8586
Mujeres no abogadas,12200,4086,0,8586
Mujeres no abogadas,12203,147,0,8586
Mujeres no abogadas,12240,2853,0,8586
Mujeres no abogadas,12250,246,0,8586
Mujeres no abogadas,12255,1154,0,8586
Mujeres no abogadas,12300,1448,0,8586
Mujeres no abogadas,12330,372,0,8586
Mujeres no abogadas,12338,278,0,8586
Mujeres no abogadas,12400,25092,0.2,8586
Mujeres no abogadas,12470,4405,0,8586
Mujeres no abogadas,12500,10411,0.1,8586
Mujeres no abogadas,12525,111,0,8586
Mujeres no abogadas,12540,475,0,8586
Mujeres no abogadas,12542,156,0,8586
Mujeres no abogadas,12600,14103,0.1,8586
Mujeres no abogadas,12612,351,0,8586
Mujeres no abogadas,12642,68,0,8586
Mujeres no abogadas,12660,53,0,8586
Mujeres no abogadas,12675,661,0,8586
Mujeres no abogadas,12680,453,0,8586
Mujeres no abogadas,12700,152,0,8586
Mujeres no abogadas,12750,107,0,8586
Mujeres no abogadas,12760,772,0,8586
Mujeres no abogadas,12790,365,0,8586
Mujeres no abogadas,12800,7025,0,8586
Mujeres no abogadas,12860,203,0,8586
Mujeres no abogadas,12900,225993,1.4,8586
Mujeres no abogadas,12950,33,0,8586
Mujeres no abogadas,12960,500,0,8586
Mujeres no abogadas,12995,40,0,8586
Mujeres no abogadas,13000,174685,1.1,8586
Mujeres no abogadas,13010,219,0,8586
Mujeres no abogadas,13040,2553,0,8586
Mujeres no abogadas,13100,150,0,8586
Mujeres no abogadas,13170,314,0,8586
Mujeres no abogadas,13200,8152,0.1,8586
Mujeres no abogadas,13240,94,0,8586
Mujeres no abogadas,13246,154,0,8586
Mujeres no abogadas,13250,559,0,8586
Mujeres no abogadas,13300,1157,0,8586
Mujeres no abogadas,13330,2503,0,8586
Mujeres no abogadas,13333,705,0,8586
Mujeres no abogadas,13400,11614,0.1,8586
Mujeres no abogadas,13416,143,0,8586
Mujeres no abogadas,13437,226,0,8586
Mujeres no abogadas,13459,73,0,8586
Mujeres no abogadas,13500,7093,0,8586
Mujeres no abogadas,13545,918,0,8586
Mujeres no abogadas,13588,136,0,8586
Mujeres no abogadas,13590,207,0,8586
Mujeres no abogadas,13600,32417,0.2,8586
Mujeres no abogadas,13700,585,0,8586
Mujeres no abogadas,13760,6735,0,8586
Mujeres no abogadas,13800,9392,0.1,8586
Mujeres no abogadas,13900,549,0,8586
Mujeres no abogadas,13975,593,0,8586
Mujeres no abogadas,14000,544704,3.4,8586
Mujeres no abogadas,14001,117,0,8586
Mujeres no abogadas,14061,203,0,8586
Mujeres no abogadas,14100,130,0,8586
Mujeres no abogadas,14173,129,0,8586
Mujeres no abogadas,14190,3881,0,8586
Mujeres no abogadas,14200,4652,0,8586
Mujeres no abogadas,14240,61,0,8586
Mujeres no abogadas,14300,1347,0,8586
Mujeres no abogadas,14340,426,0,8586
Mujeres no abogadas,14350,607,0,8586
Mujeres no abogadas,14400,15220,0.1,8586
Mujeres no abogadas,14500,3443,0,8586
Mujeres no abogadas,14520,175,0,8586
Mujeres no abogadas,14534,140,0,8586
Mujeres no abogadas,14600,3627,0,8586
Mujeres no abogadas,14620,3039,0,8586
Mujeres no abogadas,14640,456,0,8586
Mujeres no abogadas,14700,315,0,8586
Mujeres no abogadas,14800,3538,0,8586
Mujeres no abogadas,14835,264,0,8586
Mujeres no abogadas,14900,361,0,8586
Mujeres no abogadas,14912,217,0,8586
Mujeres no abogadas,14964,167,0,8586
Mujeres no abogadas,14970,444,0,8586
Mujeres no abogadas,15000,328711,2.1,8586
Mujeres no abogadas,15050,63856,0.4,8586
Mujeres no abogadas,15100,98,0,8586
Mujeres no abogadas,15120,489,0,8586
Mujeres no abogadas,15148,699,0,8586
Mujeres no abogadas,15192,341,0,8586
Mujeres no abogadas,15200,6103,0,8586
Mujeres no abogadas,15300,513,0,8586
Mujeres no abogadas,15340,55,0,8586
Mujeres no abogadas,15400,286,0,8586
Mujeres no abogadas,15480,4632,0,8586
Mujeres no abogadas,15498,346,0,8586
Mujeres no abogadas,15500,996,0,8586
Mujeres no abogadas,15600,7935,0,8586
Mujeres no abogadas,15700,162,0,8586
Mujeres no abogadas,15706,191,0,8586
Mujeres no abogadas,15800,2654,0,8586
Mujeres no abogadas,15900,91,0,8586
Mujeres no abogadas,15910,2112,0,8586
Mujeres no abogadas,15970,108,0,8586
Mujeres no abogadas,16000,433187,2.7,8586
Mujeres no abogadas,16017,172,0,8586
Mujeres no abogadas,16018,91,0,8586
Mujeres no abogadas,16050,189,0,8586
Mujeres no abogadas,16120,203,0,8586
Mujeres no abogadas,16125,5592,0,8586
Mujeres no abogadas,16200,302,0,8586
Mujeres no abogadas,16213,758,0,8586
Mujeres no abogadas,16300,479,0,8586
Mujeres no abogadas,16340,8948,0.1,8586
Mujeres no abogadas,16400,4409,0,8586
Mujeres no abogadas,16430,133,0,8586
Mujeres no abogadas,16500,1969,0,8586
Mujeres no abogadas,16534,182,0,8586
Mujeres no abogadas,16555,105,0,8586
Mujeres no abogadas,16600,4164,0,8586
Mujeres no abogadas,16662,336,0,8586
Mujeres no abogadas,16667,590,0,8586
Mujeres no abogadas,16700,800,0,8586
Mujeres no abogadas,16770,2328,0,8586
Mujeres no abogadas,16800,2224,0,8586
Mujeres no abogadas,16965,28,0,8586
Mujeres no abogadas,16985,106,0,8586
Mujeres no abogadas,17000,51543,0.3,8586
Mujeres no abogadas,17142,80,0,8586
Mujeres no abogadas,17143,79,0,8586
Mujeres no abogadas,17200,88064,0.6,8586
Mujeres no abogadas,17300,138,0,8586
Mujeres no abogadas,17360,380,0,8586
Mujeres no abogadas,17400,2840,0,8586
Mujeres no abogadas,17450,80,0,8586
Mujeres no abogadas,17500,2530,0,8586
Mujeres no abogadas,17590,533,0,8586
Mujeres no abogadas,17600,2207,0,8586
Mujeres no abogadas,17630,439,0,8586
Mujeres no abogadas,17680,107,0,8586
Mujeres no abogadas,17714,79,0,8586
Mujeres no abogadas,17800,886,0,8586
Mujeres no abogadas,17810,39,0,8586
Mujeres no abogadas,17856,57,0,8586
Mujeres no abogadas,17880,127,0,8586
Mujeres no abogadas,17900,99,0,8586
Mujeres no abogadas,18000,179088,1.1,8586
Mujeres no abogadas,18050,209,0,8586
Mujeres no abogadas,18060,4477,0,8586
Mujeres no abogadas,18150,258,0,8586
Mujeres no abogadas,18160,27,0,8586
Mujeres no abogadas,18180,403,0,8586
Mujeres no abogadas,18200,837,0,8586
Mujeres no abogadas,18275,1031,0,8586
Mujeres no abogadas,18300,116,0,8586
Mujeres no abogadas,18390,167,0,8586
Mujeres no abogadas,18400,662,0,8586
Mujeres no abogadas,18490,816,0,8586
Mujeres no abogadas,18500,1826,0,8586
Mujeres no abogadas,18600,3956,0,8586
Mujeres no abogadas,18700,131,0,8586
Mujeres no abogadas,18744,398,0,8586
Mujeres no abogadas,18800,811,0,8586
Mujeres no abogadas,18850,177,0,8586
Mujeres no abogadas,18900,147,0,8586
Mujeres no abogadas,18920,769,0,8586
Mujeres no abogadas,19000,18295,0.1,8586
Mujeres no abogadas,19060,163,0,8586
Mujeres no abogadas,19200,1878,0,8586
Mujeres no abogadas,19300,234,0,8586
Mujeres no abogadas,19350,17329,0.1,8586
Mujeres no abogadas,19400,1100,0,8586
Mujeres no abogadas,19500,105,0,8586
Mujeres no abogadas,19530,134,0,8586
Mujeres no abogadas,19600,2396,0,8586
Mujeres no abogadas,19720,326,0,8586
Mujeres no abogadas,19750,166,0,8586
Mujeres no abogadas,19780,2428,0,8586
Mujeres no abogadas,19800,551,0,8586
Mujeres no abogadas,19995,544,0,8586
Mujeres no abogadas,20000,441105,2.8,8586
Mujeres no abogadas,20150,114,0,8586
Mujeres no abogadas,20200,2076,0,8586
Mujeres no abogadas,20210,267,0,8586
Mujeres no abogadas,20240,89,0,8586
Mujeres no abogadas,20270,392,0,8586
Mujeres no abogadas,20357,131,0,8586
Mujeres no abogadas,20400,2940,0,8586
Mujeres no abogadas,20425,303,0,8586
Mujeres no abogadas,20500,955,0,8586
Mujeres no abogadas,20552,356,0,8586
Mujeres no abogadas,20560,407,0,8586
Mujeres no abogadas,20600,424,0,8586
Mujeres no abogadas,20618,228,0,8586
Mujeres no abogadas,20640,4162,0,8586
Mujeres no abogadas,20766,461,0,8586
Mujeres no abogadas,20800,442,0,8586
Mujeres no abogadas,20855,185,0,8586
Mujeres no abogadas,20900,367,0,8586
Mujeres no abogadas,21000,11104,0.1,8586
Mujeres no abogadas,21070,241,0,8586
Mujeres no abogadas,21100,179,0,8586
Mujeres no abogadas,21200,1540,0,8586
Mujeres no abogadas,21285,363,0,8586
Mujeres no abogadas,21400,61,0,8586
Mujeres no abogadas,21428,104,0,8586
Mujeres no abogadas,21500,81551,0.5,8586
Mujeres no abogadas,21548,53,0,8586
Mujeres no abogadas,21600,1064,0,8586
Mujeres no abogadas,21608,131,0,8586
Mujeres no abogadas,21800,166,0,8586
Mujeres no abogadas,22000,54399,0.3,8586
Mujeres no abogadas,22145,131,0,8586
Mujeres no abogadas,22200,514,0,8586
Mujeres no abogadas,22231,394,0,8586
Mujeres no abogadas,22360,808,0,8586
Mujeres no abogadas,22400,798,0,8586
Mujeres no abogadas,22500,873,0,8586
Mujeres no abogadas,22575,4340,0,8586
Mujeres no abogadas,22600,147,0,8586
Mujeres no abogadas,22742,41,0,8586
Mujeres no abogadas,22790,919,0,8586
Mujeres no abogadas,22800,402,0,8586
Mujeres no abogadas,22950,96,0,8586
Mujeres no abogadas,23000,6860,0,8586
Mujeres no abogadas,23045,194,0,8586
Mujeres no abogadas,23100,171,0,8586
Mujeres no abogadas,23200,397,0,8586
Mujeres no abogadas,23220,353,0,8586
Mujeres no abogadas,23400,577,0,8586
Mujeres no abogadas,23450,155,0,8586
Mujeres no abogadas,23500,843,0,8586
Mujeres no abogadas,23546,204,0,8586
Mujeres no abogadas,23650,5378,0,8586
Mujeres no abogadas,23800,544,0,8586
Mujeres no abogadas,24000,119199,0.7,8586
Mujeres no abogadas,24001,388,0,8586
Mujeres no abogadas,24003,165,0,8586
Mujeres no abogadas,24080,2596,0,8586
Mujeres no abogadas,24150,136,0,8586
Mujeres no abogadas,24190,54,0,8586
Mujeres no abogadas,24241,135,0,8586
Mujeres no abogadas,24400,194,0,8586
Mujeres no abogadas,24500,773,0,8586
Mujeres no abogadas,24600,1180,0,8586
Mujeres no abogadas,24667,440,0,8586
Mujeres no abogadas,24700,554,0,8586
Mujeres no abogadas,24750,412,0,8586
Mujeres no abogadas,24800,172,0,8586
